,Unnamed: 0,faq_id,faq,query,match,score
12693,12693,172.0,Is it possible to update the LCR of a Subcontractor in MME?,Can I change the Owner field on a contract WMU?,0.0,2.2573843239115376e-07
12694,12694,172.0,Is it possible to update the LCR of a Subcontractor in MME?,I want to change the owner field on a contract.,0.0,8.448031621810514e-06
12695,12695,172.0,Is it possible to update the LCR of a Subcontractor in MME?,How to view resources on the roster page?,0.0,7.847857919074386e-10
12696,12696,172.0,Is it possible to update the LCR of a Subcontractor in MME?,Roster page wasn't able to diplay all resources. Why?,0.0,2.3551466554749823e-08
12697,12697,172.0,Is it possible to update the LCR of a Subcontractor in MME?,What is the link for Contract Loss?,0.0,3.9421752973112234e-08
12698,12698,172.0,Is it possible to update the LCR of a Subcontractor in MME?,Can you provide details for PoC Contract Loss?,0.0,2.855107794630385e-08
12699,12699,172.0,Is it possible to update the LCR of a Subcontractor in MME?,What is the use of Include Actuals?,0.0,1.3175893709416187e-10
12700,12700,172.0,Is it possible to update the LCR of a Subcontractor in MME?,"Checkbox is disabled in Include Actuals, can I have an alternative solution for this matter?",0.0,1.3115089569915028e-10
12701,12701,172.0,Is it possible to update the LCR of a Subcontractor in MME?,Can you give me information about deleting contracts,0.0,1.402683301421348e-05
12702,12702,172.0,Is it possible to update the LCR of a Subcontractor in MME?,Can you tell me the process of deleting a contract,0.0,3.809231543527858e-07
12703,12703,172.0,Is it possible to update the LCR of a Subcontractor in MME?,I need to know how i close a contract in MME with the Strikethrough,0.0,0.0005320373456925154
12704,12704,172.0,Is it possible to update the LCR of a Subcontractor in MME?,I couldn't delete a contract,0.0,1.268311393687327e-06
12705,12705,172.0,Is it possible to update the LCR of a Subcontractor in MME?,can I delete a contract from mme,0.0,0.001865435391664505
12706,12706,172.0,Is it possible to update the LCR of a Subcontractor in MME?,I need to close / Delete a contract in MME,0.0,0.00024396379012614489
12707,12707,172.0,Is it possible to update the LCR of a Subcontractor in MME?,Is IWEP supported in MME?,0.0,0.0007099036010913551
12708,12708,172.0,Is it possible to update the LCR of a Subcontractor in MME?,how do I gain access in MME?,0.0,2.76979790214682e-05
12709,12709,172.0,Is it possible to update the LCR of a Subcontractor in MME?,request access for new joiner,0.0,1.9064964362769388e-05
12710,12710,172.0,Is it possible to update the LCR of a Subcontractor in MME?,need to ask how to close contract in MME,0.0,0.00024396379012614489
12711,12711,172.0,Is it possible to update the LCR of a Subcontractor in MME?,costs not showing as expected in Cost tab,0.0,1.6803889876793043e-11
12712,12712,172.0,Is it possible to update the LCR of a Subcontractor in MME?,I am getting a error when trying to put in a forecast,0.0,2.9280666780096e-10
12713,12713,172.0,Is it possible to update the LCR of a Subcontractor in MME?,"I got an error saying, The forecast submission attempted to update EACs for a closed month. Please resubmit using a forecast version from  the current open forecasting month.""",0.0,4.971917100249357e-09
12714,12714,172.0,Is it possible to update the LCR of a Subcontractor in MME?,I would need to have access to MME,0.0,0.00041278701974079013
12715,12715,172.0,Is it possible to update the LCR of a Subcontractor in MME?,I would like support in knowing the procedure to get access to MME of my current project,0.0,0.000703020894434303
12716,12716,172.0,Is it possible to update the LCR of a Subcontractor in MME?,I would like access to MME,0.0,0.00020690372912213206
12717,12717,172.0,Is it possible to update the LCR of a Subcontractor in MME?,how do i get access?,0.0,3.986104335496066e-09
12718,12718,172.0,Is it possible to update the LCR of a Subcontractor in MME?,how do I get MME access,0.0,4.898044153378578e-06
12719,12719,172.0,Is it possible to update the LCR of a Subcontractor in MME?,I'd like to better undersand the functionality of the balance sheet,0.0,9.271690259993193e-08
12720,12720,172.0,Is it possible to update the LCR of a Subcontractor in MME?,i need support on a query around setting up a project in MME,0.0,0.0006442865706048906
12721,12721,172.0,Is it possible to update the LCR of a Subcontractor in MME?,how to create a project,0.0,3.522591285332055e-08
12722,12722,172.0,Is it possible to update the LCR of a Subcontractor in MME?,I am trying to create a project,0.0,8.856302358140056e-09
12723,12723,172.0,Is it possible to update the LCR of a Subcontractor in MME?,i'm trying to setup a new project,0.0,2.1155277352136181e-07
12724,12724,172.0,Is it possible to update the LCR of a Subcontractor in MME?,Need help with project creation  ,0.0,5.886203325644601e-06
12725,12725,172.0,Is it possible to update the LCR of a Subcontractor in MME?,Do you know how to create it or if you have a job aid on creation?,0.0,8.733752474654466e-05
12726,12726,172.0,Is it possible to update the LCR of a Subcontractor in MME?,Closing of a contract,0.0,2.8250724426470697e-05
12727,12727,172.0,Is it possible to update the LCR of a Subcontractor in MME?,what does MME stand for,0.0,6.4447758632013574e-06
12728,12728,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",Can change contract end date by WBS?,0.0,7.4451240728024e-09
12729,12729,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",how can I change contract end date by WBS?,0.0,7.4451240728024e-09
12730,12730,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",Is there a way to change the contract end date by WBS?,0.0,6.853198009082462e-09
12731,12731,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",How to forecast PoC Contract Loss in MME?,0.0,5.810217089674552e-07
12732,12732,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",how can I forecast PoC Contract Loss?,0.0,8.142672527355899e-07
12733,12733,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",Is there a way to forecast PoC contract Loss?,0.0,9.611779887563898e-07
12734,12734,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",When?user can?able to see the Jan14 revenue numbers in MME?,0.0,6.648744488302327e-08
12735,12735,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",when can a user be able to see the Jan 14 revenue numbers?,0.0,1.8351569508467946e-07
12736,12736,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",Will a user be able to see the revenue numbers for Jan14?,0.0,1.8351569508467946e-07
12737,12737,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",Can download the cost transaction everything report in Local currency?,0.0,2.291721838882689e-14
12738,12738,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",Can I download the cost transaction report in Local currency?,0.0,1.1273614657634264e-14
12739,12739,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",How do I download the cost transaction report in Local currency?,0.0,1.1273614657634264e-14
12740,12740,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",Best practice on SAP structures for MME success,0.0,5.188712307035992e-12
12741,12741,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",what are the best practices on sap structures?,0.0,3.9022839359859063e-07
12742,12742,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",Enumerate SAP structures' best practices,0.0,3.800657850661082e-07
12743,12743,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ","I cannot tick on Include Actuals in MME, why?",0.0,4.873395020865701e-10
12744,12744,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",why can't I tick on Include Actuals?,0.0,8.7048235286602e-09
12745,12745,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",What to do when I can't tick on MME's Include Actuals?,0.0,1.1700844737561056e-09
12746,12746,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",If changed the owner name of contract in MME then it will that get effect into/anywhere..?,0.0,1.8760175357623865e-10
12747,12747,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",what is the effect of changing the owner name of a contract?,0.0,9.54828317106804e-12
12748,12748,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",What will happen when I change the owner name of an MME contract?,0.0,3.3890550549297085e-14
12749,12749,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",Can you tell me about contract commitment in WMU Dashboard? How can I use it?,0.0,8.151941621736825e-11
12750,12750,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",How can I use the contract commitment in WMU Dashboard?,0.0,1.5608240543671208e-14
12751,12751,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",What is a Contract Commitment graph in the WMU Dashboard and how can I use it?,0.0,1.983143371742102e-10
12752,12752,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",How can I close a contract?,0.0,4.131854499387147e-14
12753,12753,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",is there a way to delete a contract?,0.0,6.619616313430221e-12
12754,12754,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",how can I delete a contract?,0.0,1.731368867718963e-11
12755,12755,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",What are the steps needed for managing the Submission Confirmation email?,0.0,8.228432583738676e-13
12756,12756,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",Can I control which resources will be receiving the Submission Confirmation email?,0.0,4.0059833705460846e-13
12757,12757,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ","Regarding contracts, how do I end one in MME?",0.0,5.486714971247864e-10
12758,12758,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",Can you terminate a contract in MME?,0.0,2.0149528746904455e-12
12759,12759,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",Are there applications that supports MME for Cost Collectors?,0.0,2.37784320011869e-10
12760,12760,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",Once a cost collector has been activated can I use applications that are integrated with MME?,0.0,8.258785655357315e-09
12761,12761,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",What is the relevance of ODE Version in the graph?,0.0,6.958099447729182e-07
12762,12762,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",What are the details for using dashboards?,0.0,2.2803158202699047e-15
12763,12763,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",If I have a View Only access to a contract can I run reports for that contract?,0.0,1.9031436108572948e-14
12764,12764,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",What type of access needed to run reports for a specific contract?,0.0,1.99114000027506e-13
12765,12765,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",Can you give me details regarding the availability of the revenue amounts? ,0.0,4.272067588573236e-09
12766,12766,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",How long will it take to receive the revenue amounts in MME?,0.0,3.6986043596698437e-06
12767,12767,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",Can I change the Owner field on a contract WMU?,0.0,4.374197670742319e-10
12768,12768,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",I want to change the owner field on a contract.,0.0,9.977531995053468e-11
12769,12769,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",How to view resources on the roster page?,0.0,7.848462157955538e-11
12770,12770,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",Roster page wasn't able to diplay all resources. Why?,0.0,5.5305972637142986e-05
12771,12771,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",What is the link for Contract Loss?,0.0,1.5201239156326096e-09
12772,12772,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",Can you provide details for PoC Contract Loss?,0.0,2.2232674368183325e-08
12773,12773,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",What is the use of Include Actuals?,0.0,3.805570969461769e-09
12774,12774,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ","Checkbox is disabled in Include Actuals, can I have an alternative solution for this matter?",0.0,1.9434063247558697e-09
12775,12775,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",Can you give me information about deleting contracts,0.0,1.8940415642126895e-12
12776,12776,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",Can you tell me the process of deleting a contract,0.0,5.82406139374575e-13
12777,12777,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",I need to know how i close a contract in MME with the Strikethrough,0.0,6.752226815870399e-13
12778,12778,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",I couldn't delete a contract,0.0,3.872610565558432e-11
12779,12779,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",can I delete a contract from mme,0.0,2.0149528746904455e-12
12780,12780,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",I need to close / Delete a contract in MME,0.0,2.412630100041835e-13
12781,12781,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",Is IWEP supported in MME?,0.0,1.1702934454849157e-10
12782,12782,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",how do I gain access in MME?,0.0,3.1970931978209105e-12
12783,12783,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",request access for new joiner,0.0,3.085470681035707e-12
12784,12784,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",need to ask how to close contract in MME,0.0,2.412630100041835e-13
12785,12785,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",costs not showing as expected in Cost tab,0.0,5.024463070808002e-15
12786,12786,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",I am getting a error when trying to put in a forecast,0.0,2.066904471575981e-06
12787,12787,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ","I got an error saying, The forecast submission attempted to update EACs for a closed month. Please resubmit using a forecast version from  the current open forecasting month.""",0.0,9.219230379109433e-10
12788,12788,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",I would need to have access to MME,0.0,8.24097300816673e-13
12789,12789,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",I would like support in knowing the procedure to get access to MME of my current project,0.0,3.9187593057696257e-13
12790,12790,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",I would like access to MME,0.0,7.579454642039907e-13
12791,12791,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",how do i get access?,0.0,2.3090033438857502e-14
12792,12792,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",how do I get MME access,0.0,3.8982373915235485e-14
12793,12793,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",I'd like to better undersand the functionality of the balance sheet,0.0,1.7786086345950025e-06
12794,12794,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",i need support on a query around setting up a project in MME,0.0,2.6192384372514255e-10
12795,12795,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",how to create a project,0.0,1.1731331142073032e-05
12796,12796,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",I am trying to create a project,0.0,0.000890781288035214
12797,12797,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",i'm trying to setup a new project,0.0,2.6696847044149763e-07
12798,12798,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",Need help with project creation  ,0.0,1.6438110594929611e-10
12799,12799,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",Do you know how to create it or if you have a job aid on creation?,0.0,2.1562548226938816e-06
12800,12800,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",Closing of a contract,0.0,4.131854499387147e-14
12801,12801,173.0,"When trying to create a line of revenue with Expenses, it is not possible. Why? ",what does MME stand for,0.0,3.291366623692227e-10
12802,12802,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,Can change contract end date by WBS?,0.0,2.1865116054536893e-12
12803,12803,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,how can I change contract end date by WBS?,0.0,2.1865116054536893e-12
12804,12804,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,Is there a way to change the contract end date by WBS?,0.0,1.1821082307461594e-12
12805,12805,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,How to forecast PoC Contract Loss in MME?,0.0,2.1544462214251325e-08
12806,12806,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,how can I forecast PoC Contract Loss?,0.0,6.607586700013712e-11
12807,12807,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,Is there a way to forecast PoC contract Loss?,0.0,5.98675831131601e-11
12808,12808,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,When?user can?able to see the Jan14 revenue numbers in MME?,0.0,4.8631354729877785e-06
12809,12809,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,when can a user be able to see the Jan 14 revenue numbers?,0.0,5.476399778103769e-08
12810,12810,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,Will a user be able to see the revenue numbers for Jan14?,0.0,5.476399778103769e-08
12811,12811,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,Can download the cost transaction everything report in Local currency?,0.0,1.2090929453934147e-15
12812,12812,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,Can I download the cost transaction report in Local currency?,0.0,7.401003316193653e-16
12813,12813,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,How do I download the cost transaction report in Local currency?,0.0,7.401003316193653e-16
12814,12814,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,Best practice on SAP structures for MME success,0.0,0.1293131411075592
12815,12815,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,what are the best practices on sap structures?,0.0,0.00011992710642516613
12816,12816,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,Enumerate SAP structures' best practices,0.0,0.00018207912216894329
12817,12817,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,"I cannot tick on Include Actuals in MME, why?",0.0,0.00011160077701788396
12818,12818,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,why can't I tick on Include Actuals?,0.0,6.492283318948466e-06
12819,12819,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,What to do when I can't tick on MME's Include Actuals?,0.0,0.0003863933961838484
12820,12820,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,If changed the owner name of contract in MME then it will that get effect into/anywhere..?,0.0,5.1008581039568845e-12
12821,12821,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,what is the effect of changing the owner name of a contract?,0.0,4.852471506208711e-13
12822,12822,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,What will happen when I change the owner name of an MME contract?,0.0,4.281462879542064e-14
12823,12823,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,Can you tell me about contract commitment in WMU Dashboard? How can I use it?,0.0,1.707689572432239e-14
12824,12824,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,How can I use the contract commitment in WMU Dashboard?,0.0,6.871357915614724e-18
12825,12825,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,What is a Contract Commitment graph in the WMU Dashboard and how can I use it?,0.0,1.8751910153781345e-14
12826,12826,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,How can I close a contract?,0.0,1.4151157527145415e-14
12827,12827,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,is there a way to delete a contract?,0.0,1.2784326548775926e-13
12828,12828,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,how can I delete a contract?,0.0,9.111680594059424e-13
12829,12829,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,What are the steps needed for managing the Submission Confirmation email?,0.0,7.079713985197467e-12
12830,12830,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,Can I control which resources will be receiving the Submission Confirmation email?,0.0,1.4944051204834885e-11
12831,12831,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,"Regarding contracts, how do I end one in MME?",0.0,1.7564180110340999e-09
12832,12832,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,Can you terminate a contract in MME?,0.0,4.734792558025447e-10
12833,12833,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,Are there applications that supports MME for Cost Collectors?,0.0,1.5264251668201112e-11
12834,12834,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,Once a cost collector has been activated can I use applications that are integrated with MME?,0.0,1.5780916504115616e-11
12835,12835,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,What is the relevance of ODE Version in the graph?,0.0,8.19385358175051e-13
12836,12836,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,What are the details for using dashboards?,0.0,4.306940984732851e-16
12837,12837,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,If I have a View Only access to a contract can I run reports for that contract?,0.0,1.2020765678271685e-17
12838,12838,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,What type of access needed to run reports for a specific contract?,0.0,3.598903695668368e-17
12839,12839,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,Can you give me details regarding the availability of the revenue amounts? ,0.0,4.1259286831518693e-07
12840,12840,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,How long will it take to receive the revenue amounts in MME?,0.0,0.0001062102455762215
12841,12841,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,Can I change the Owner field on a contract WMU?,0.0,6.87333990653685e-16
12842,12842,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,I want to change the owner field on a contract.,0.0,3.278738500318845e-14
12843,12843,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,How to view resources on the roster page?,0.0,7.569539071071441e-13
12844,12844,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,Roster page wasn't able to diplay all resources. Why?,0.0,8.050164423956119e-10
12845,12845,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,What is the link for Contract Loss?,0.0,2.966172880231044e-12
12846,12846,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,Can you provide details for PoC Contract Loss?,0.0,2.044235003495487e-09
12847,12847,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,What is the use of Include Actuals?,0.0,1.4589641068596393e-05
12848,12848,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,"Checkbox is disabled in Include Actuals, can I have an alternative solution for this matter?",0.0,2.64935607674488e-07
12849,12849,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,Can you give me information about deleting contracts,0.0,1.0845370554315309e-13
12850,12850,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,Can you tell me the process of deleting a contract,0.0,3.952581670166669e-14
12851,12851,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,I need to know how i close a contract in MME with the Strikethrough,0.0,1.8831124160012536e-11
12852,12852,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,I couldn't delete a contract,0.0,8.686229361655473e-14
12853,12853,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,can I delete a contract from mme,0.0,4.734792558025447e-10
12854,12854,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,I need to close / Delete a contract in MME,0.0,3.0659845322300594e-12
12855,12855,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,Is IWEP supported in MME?,0.0,5.656386747432407e-06
12856,12856,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,how do I gain access in MME?,0.0,2.5687925120365662e-09
12857,12857,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,request access for new joiner,0.0,7.976399488823782e-14
12858,12858,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,need to ask how to close contract in MME,0.0,3.0659845322300594e-12
12859,12859,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,costs not showing as expected in Cost tab,0.0,1.1466203943281433e-17
12860,12860,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,I am getting a error when trying to put in a forecast,0.0,2.4986349794753338e-11
12861,12861,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,"I got an error saying, The forecast submission attempted to update EACs for a closed month. Please resubmit using a forecast version from  the current open forecasting month.""",0.0,4.131377531746416e-12
12862,12862,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,I would need to have access to MME,0.0,3.0126512395867167e-11
12863,12863,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,I would like support in knowing the procedure to get access to MME of my current project,0.0,4.818265786354914e-10
12864,12864,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,I would like access to MME,0.0,1.3487790051502913e-10
12865,12865,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,how do i get access?,0.0,1.3491417117056197e-14
12866,12866,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,how do I get MME access,0.0,4.4465414683614313e-10
12867,12867,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,I'd like to better undersand the functionality of the balance sheet,0.0,1.3507324148065436e-09
12868,12868,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,i need support on a query around setting up a project in MME,0.0,2.2580248781878254e-09
12869,12869,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,how to create a project,0.0,2.384251108177027e-13
12870,12870,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,I am trying to create a project,0.0,8.667847255922068e-13
12871,12871,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,i'm trying to setup a new project,0.0,1.590403850282307e-11
12872,12872,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,Need help with project creation  ,0.0,3.963906839484638e-14
12873,12873,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,Do you know how to create it or if you have a job aid on creation?,0.0,1.5678659481821455e-09
12874,12874,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,Closing of a contract,0.0,1.4151157527145415e-14
12875,12875,174.0,The revenue I have in SAP is different from the one in MME. Why is that?,what does MME stand for,0.0,4.935999413646641e-07
12876,12876,175.0,The column Forecast is showing zero in the Resource Forecast vs Actuals report even when there is information on MME. Why is that?,Can change contract end date by WBS?,0.0,1.571417048405483e-14
12877,12877,175.0,The column Forecast is showing zero in the Resource Forecast vs Actuals report even when there is information on MME. Why is that?,how can I change contract end date by WBS?,0.0,1.571417048405483e-14
12878,12878,175.0,The column Forecast is showing zero in the Resource Forecast vs Actuals report even when there is information on MME. Why is that?,Is there a way to change the contract end date by WBS?,0.0,1.1124912094513141e-14
12879,12879,175.0,The column Forecast is showing zero in the Resource Forecast vs Actuals report even when there is information on MME. Why is that?,How to forecast PoC Contract Loss in MME?,0.0,3.354113653486479e-10
12880,12880,175.0,The column Forecast is showing zero in the Resource Forecast vs Actuals report even when there is information on MME. Why is that?,how can I forecast PoC Contract Loss?,0.0,5.393800073250077e-09
12881,12881,175.0,The column Forecast is showing zero in the Resource Forecast vs Actuals report even when there is information on MME. Why is that?,Is there a way to forecast PoC contract Loss?,0.0,6.542814290355636e-09
12882,12882,175.0,The column Forecast is showing zero in the Resource Forecast vs Actuals report even when there is information on MME. Why is that?,When?user can?able to see the Jan14 revenue numbers in MME?,0.0,2.4992896214826033e-06
12883,12883,175.0,The column Forecast is showing zero in the Resource Forecast vs Actuals report even when there is information on MME. Why is that?,when can a user be able to see the Jan 14 revenue numbers?,0.0,1.4228660916160152e-07
12884,12884,175.0,The column Forecast is showing zero in the Resource Forecast vs Actuals report even when there is information on MME. Why is that?,Will a user be able to see the revenue numbers for Jan14?,0.0,1.4228660916160152e-07
12885,12885,175.0,The column Forecast is showing zero in the Resource Forecast vs Actuals report even when there is information on MME. Why is that?,Can download the cost transaction everything report in Local currency?,0.0,2.308595259403745e-10
12886,12886,175.0,The column Forecast is showing zero in the Resource Forecast vs Actuals report even when there is information on MME. Why is that?,Can I download the cost transaction report in Local currency?,0.0,3.233152912063275e-10
12887,12887,175.0,The column Forecast is showing zero in the Resource Forecast vs Actuals report even when there is information on MME. Why is that?,How do I download the cost transaction report in Local currency?,0.0,3.233152912063275e-10
12888,12888,175.0,The column Forecast is showing zero in the Resource Forecast vs Actuals report even when there is information on MME. Why is that?,Best practice on SAP structures for MME success,0.0,2.25664495770439e-12
12889,12889,175.0,The column Forecast is showing zero in the Resource Forecast vs Actuals report even when there is information on MME. Why is that?,what are the best practices on sap structures?,0.0,5.670713464772659e-12
12890,12890,175.0,The column Forecast is showing zero in the Resource Forecast vs Actuals report even when there is information on MME. Why is that?,Enumerate SAP structures' best practices,0.0,1.3863039188821702e-11
12891,12891,175.0,The column Forecast is showing zero in the Resource Forecast vs Actuals report even when there is information on MME. Why is that?,"I cannot tick on Include Actuals in MME, why?",0.0,6.885440143378219e-06
12892,12892,175.0,The column Forecast is showing zero in the Resource Forecast vs Actuals report even when there is information on MME. Why is that?,why can't I tick on Include Actuals?,0.0,8.217191862058826e-06
